name,rarity,blueprintClass,critRatePercent,critDamagePercent,weakspotDamagePercent,itemId,href,imageSrc,imageAlt,effectText,effectLinesJson,detailTiersJson,rawText
SKS - Pathfinder,Legendary,Wanderer,5,40,50,13551401,https://wikily.gg/once-human/weapon-blueprints/13551401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc3Jfc2tzX3Nzcl8wMS53ZWJw,SKS - Pathfinder,"On hit, triggers Frost Vortex. Cooldown: 5. Each hit reduces cooldown by 1s.
On hit, 60% chance to generate Deviant Particles (picking them up enters Charging state). Max Charging state stacks +10
Can consume charges for a charged shot, launching a penetrating ice spike, dealing Ice Elemental Status DMG equal to 110% Attack (benefits from Frost Vortex DMG bonus, deals 20% damage to Metas)
Ice Elemental DMG +30%. After a charged shot, Ice Elemental DMG increases by 8% for 15, stacking up to 3 stacks.","[""On hit, triggers Frost Vortex. Cooldown: 5. Each hit reduces cooldown by 1s."",""On hit, 60% chance to generate Deviant Particles (picking them up enters Charging state). Max Charging state stacks +10"",""Can consume charges for a charged shot, launching a penetrating ice spike, dealing Ice Elemental Status DMG equal to 110% Attack (benefits from Frost Vortex DMG bonus, deals 20% damage to Metas)"",""Ice Elemental DMG +30%. After a charged shot, Ice Elemental DMG increases by 8% for 15, stacking up to 3 stacks.""]","[{""critDamagePercent"":40,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":50},{""critDamagePercent"":40,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":50},{""critDamagePercent"":40,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":50},{""critDamagePercent"":40,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":50},{""critDamagePercent"":40,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":50}]","SKS - Pathfinder
Legendary
|
Wanderer
Crit Rate +5.0%
Crit DMG +40.0%
Weakspot DMG +50.0%"
SOCR - The Last Valor,Legendary,Beyonder,6,27,60,13411301,https://wikily.gg/once-human/weapon-blueprints/13411301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfc2Nhcl9zcjEud2VicA,SOCR - The Last Valor,"Hitting 4 times with the weapon triggers Shrapnel.
When the weapon lands a Crit Hit, it counts as 2 hits.
After a Crit Hit, triggering Shrapnel will additionally trigger 1 times, lasting 1.
Shrapnel Crit DMG +30%.","[""Hitting 4 times with the weapon triggers Shrapnel."",""When the weapon lands a Crit Hit, it counts as 2 hits."",""After a Crit Hit, triggering Shrapnel will additionally trigger 1 times, lasting 1."",""Shrapnel Crit DMG +30%.""]","[{""critDamagePercent"":27,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","SOCR - The Last Valor
Legendary
|
Beyonder
Crit Rate +6.0%
Crit DMG +27.0%
Weakspot DMG +60.0%"
Scourge,Legendary,Stranger,5,25,20,13931401,https://wikily.gg/once-human/weapon-blueprints/13931401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfc3NyX3JlZml0dGVkYXhlLndlYnA,Scourge,,[],[],"Scourge
Legendary
|
Stranger
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
The Fabled Masamune,Legendary,Juggernaut,5,25,20,13911401,https://wikily.gg/once-human/weapon-blueprints/13911401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfc3NyX3RhY2hpXzAxLndlYnA,The Fabled Masamune,"When Weapon Durability is above 50%, for every 1% higher, Crit DMG +3%, up to +120%.
When Weapon Durability is below 20%, for every 1% lower, Attack -2%.
When dealing a quick attack after drawing weapon, Attack +30% and guaranteed critical hit (ineffective against Metas). Can be triggered once every 15s.
If the quick attack hits, the enhancement effect will stay for 5s, but will decay over time.","[""When Weapon Durability is above 50%, for every 1% higher, Crit DMG +3%, up to +120%."",""When Weapon Durability is below 20%, for every 1% lower, Attack -2%."",""When dealing a quick attack after drawing weapon, Attack +30% and guaranteed critical hit (ineffective against Metas). Can be triggered once every 15s."",""If the quick attack hits, the enhancement effect will stay for 5s, but will decay over time.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","The Fabled Masamune
Legendary
|
Juggernaut
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
AUG - Electron Cloud,Legendary,Unknown,10,25,60,13451401,https://wikily.gg/once-human/weapon-blueprints/13451401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfYXVnX3Nzcl8wMS53ZWJw,AUG - Electron Cloud,"When hitting with a weapon, there is a 30% chance to apply  Power Surge to the target.
The first weapon hit after reloading creates an electromagnetic status zone with a radius of 4 centered on the target (max 1 at a time), lasting 7. Cooldown: 3. When triggering Power Surge on a unit within the zone, 1 electric orb is generated, moving in a random direction within the zone.
When an electric orb hits an obstacle or an enemy, it bounces, with a single orb bouncing up to 10 times. If it hits an enemy unit, it also deals Status DMG of 80% Psi Intensity
. Shock DMG +30%.","[""When hitting with a weapon, there is a 30% chance to apply  Power Surge to the target."",""The first weapon hit after reloading creates an electromagnetic status zone with a radius of 4 centered on the target (max 1 at a time), lasting 7. Cooldown: 3. When triggering Power Surge on a unit within the zone, 1 electric orb is generated, moving in a random direction within the zone."",""When an electric orb hits an obstacle or an enemy, it bounces, with a single orb bouncing up to 10 times. If it hits an enemy unit, it also deals Status DMG of 80% Psi Intensity"","". Shock DMG +30%.""]","[{""critDamagePercent"":25,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":60}]","AUG - Electron Cloud
Legendary
|
Unknown
Crit Rate +10.0%
Crit DMG +25.0%
Weakspot DMG +60.0%"
ACS12 - Netherworld,Epic,Wanderer,8,27,15,13233301,https://wikily.gg/once-human/weapon-blueprints/13233301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfYWExMl9zcl8wMy53ZWJw,ACS12 - Netherworld,,[],[],"ACS12 - Netherworld
Epic
|
Wanderer
Crit Rate +8.0%
Crit DMG +27.0%
Weakspot DMG +15.0%"
AWS.338 - Black Panther,Epic,Huntsman,2,26,95,13521301,https://wikily.gg/once-human/weapon-blueprints/13521301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc3JfYXdwX3NyXzAyLndlYnA,AWS.338 - Black Panther,"After aiming for 2, trigger Fortress Warfare, cooldown 10.
Attack increases with aiming time, up to +40%.
Upon triggering Fortress Warfare, gain 3 stack(s) of Brutal Mayhem with Weakspot DMG +25%. Each shot reduces the effect by 1 layer(s).","[""After aiming for 2, trigger Fortress Warfare, cooldown 10."",""Attack increases with aiming time, up to +40%."",""Upon triggering Fortress Warfare, gain 3 stack(s) of Brutal Mayhem with Weakspot DMG +25%. Each shot reduces the effect by 1 layer(s).""]","[{""critDamagePercent"":26,""critRatePercent"":2,""tier"":1,""weakspotDamagePercent"":95},{""critDamagePercent"":26,""critRatePercent"":2,""tier"":2,""weakspotDamagePercent"":95},{""critDamagePercent"":26,""critRatePercent"":2,""tier"":3,""weakspotDamagePercent"":95},{""critDamagePercent"":26,""critRatePercent"":2,""tier"":4,""weakspotDamagePercent"":95},{""critDamagePercent"":26,""critRatePercent"":2,""tier"":5,""weakspotDamagePercent"":95}]","AWS.338 - Black Panther
Epic
|
Huntsman
Crit Rate +2.0%
Crit DMG +26.0%
Weakspot DMG +95.0%"
PDW90 Customize,Epic,Operator,,,50,13341199,https://wikily.gg/once-human/weapon-blueprints/13341199/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX3A5MF9uLndlYnA,PDW90 Customize,,[],"[{""critDamagePercent"":0,""critRatePercent"":0,""tier"":1,""weakspotDamagePercent"":50}]","PDW90 Customize
Epic
|
Operator
Weakspot DMG +50.0%"
Crowbar,Epic,Operator,5,25,20,13921101,https://wikily.gg/once-human/weapon-blueprints/13921101/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9jcm93YmFyLndlYnA,Crowbar,"Swing Speed +10%.
For the next 5s after holstering your Weapon, Melee DMG +30% and Melee Crit Rate +50%. Critical hits will also cause continuous Tearer DMG, up to once every 15s.
Tearer deals continuous Physical Status DMG.","[""Swing Speed +10%."",""For the next 5s after holstering your Weapon, Melee DMG +30% and Melee Crit Rate +50%. Critical hits will also cause continuous Tearer DMG, up to once every 15s."",""Tearer deals continuous Physical Status DMG.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","Crowbar
Epic
|
Operator
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
DB12 - Backfire,Epic,Beyonder,8,28,20,13221301,https://wikily.gg/once-human/weapon-blueprints/13221301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfZHAxMl9zcl8wMS53ZWJw,DB12 - Backfire,"When the weapon hits 5 time(s), it triggers Frost Vortex.
After the weapon hits a target within Frost Vortex 1 times, the target becomes Frozen for 3 (cooldown per target: 4).
Damage dealt to Frozen targets is increased by +60%","[""When the weapon hits 5 time(s), it triggers Frost Vortex."",""After the weapon hits a target within Frost Vortex 1 times, the target becomes Frozen for 3 (cooldown per target: 4)."",""Damage dealt to Frozen targets is increased by +60%""]","[{""critDamagePercent"":28,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":20}]","DB12 - Backfire
Epic
|
Beyonder
Crit Rate +8.0%
Crit DMG +28.0%
Weakspot DMG +20.0%"
Dual Fury,Epic,Juggernaut,10,30,25,13211301,https://wikily.gg/once-human/weapon-blueprints/13211301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfcm0xODg5X3NyXzAxLndlYnA,Dual Fury,"The last bullet in the magazine applies 1 stack(s) of Burn to the target. If all projectiles hit, it applies an additional 1 stack(s).
After hitting the enemy with all projectiles 4 times, you enter a special Burn state, continuously losing HP (non-lethal), Attack +20%, Vulnerability+10%, lasting 8.
Hitting enemies under Burn all projectiles has a 50% chance to automatically reload 1 bullet(s).","[""The last bullet in the magazine applies 1 stack(s) of Burn to the target. If all projectiles hit, it applies an additional 1 stack(s)."",""After hitting the enemy with all projectiles 4 times, you enter a special Burn state, continuously losing HP (non-lethal), Attack +20%, Vulnerability+10%, lasting 8."",""Hitting enemies under Burn all projectiles has a 50% chance to automatically reload 1 bullet(s).""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":25}]","Dual Fury
Epic
|
Juggernaut
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +25.0%"
DE.50 - Wildfire,Epic,Beyonder,6,25,60,13111301,https://wikily.gg/once-human/weapon-blueprints/13111301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfZGVzZXJ0ZWFnbGVfc3JfMDEud2VicA,DE.50 - Wildfire,"When hitting with a weapon, 60% chance to apply The Bull's Eye
to the target. When hitting a target under The Bull's Eye, 80% chance to spread The Bull's Eye to 1 random enemy(ies) within 至15. If no target is present, Weapon DMG +25% for 10 seconds.
When hitting a Weakspot of an enemy under The Bull's Eye, Attack +3% for 10 seconds, up to 3 stacks.","[""When hitting with a weapon, 60% chance to apply The Bull's Eye"",""to the target. When hitting a target under The Bull's Eye, 80% chance to spread The Bull's Eye to 1 random enemy(ies) within 至15. If no target is present, Weapon DMG +25% for 10 seconds."",""When hitting a Weakspot of an enemy under The Bull's Eye, Attack +3% for 10 seconds, up to 3 stacks.""]","[{""critDamagePercent"":25,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","DE.50 - Wildfire
Epic
|
Beyonder
Crit Rate +6.0%
Crit DMG +25.0%
Weakspot DMG +60.0%"
Custom: EBR-14,Epic,Huntsman,,,75,13561199,https://wikily.gg/once-human/weapon-blueprints/13561199/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc3JfbWsxNF9uXzAxLndlYnA,Custom: EBR-14,,[],"[{""critDamagePercent"":0,""critRatePercent"":0,""tier"":1,""weakspotDamagePercent"":75}]","Custom: EBR-14
Epic
|
Huntsman
Weakspot DMG +75.0%"
Flamethrower,Epic,Wanderer,10,30,15,13800401,https://wikily.gg/once-human/weapon-blueprints/13800401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfc3JfZnRfMDEud2VicA,Flamethrower,,[],[],"Flamethrower
Epic
|
Wanderer
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +15.0%"
Frozen Northern Pike,Epic,Huntsman,5,25,20,13914201,https://wikily.gg/once-human/weapon-blueprints/13914201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfZmlzaF9mLndlYnA,Frozen Northern Pike,"▪ Impacts and heavy attacks will freeze the primary target (requires 2 hits for players) and generate a Frost Vortex. This can be triggered once every 4s.
▪ Attacking a target with Frost Vortex will recover 5% lost HP, but consume additional 2 Stamina.
▪ While held in hand, reduces temperature by 5 degrees, and hitting an enemy lowers their temperature by 20 degrees.","[""▪ Impacts and heavy attacks will freeze the primary target (requires 2 hits for players) and generate a Frost Vortex. This can be triggered once every 4s."",""▪ Attacking a target with Frost Vortex will recover 5% lost HP, but consume additional 2 Stamina."",""▪ While held in hand, reduces temperature by 5 degrees, and hitting an enemy lowers their temperature by 20 degrees.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","Frozen Northern Pike
Epic
|
Huntsman
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
G17 - Dusty,Epic,Operator,8,28,55,13131201,https://wikily.gg/once-human/weapon-blueprints/13131201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfZ2xvY2tfcl8wMS53ZWJw,G17 - Dusty,"When the weapon hits, there is a 30% chance to trigger Shrapnel. When hitting a Weakspot, the chance increases to 65%.
Shrapnel no longer ignores already hit parts.
Weakspot DMG +15%","[""When the weapon hits, there is a 30% chance to trigger Shrapnel. When hitting a Weakspot, the chance increases to 65%."",""Shrapnel no longer ignores already hit parts."",""Weakspot DMG +15%""]","[{""critDamagePercent"":28,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":55}]","G17 - Dusty
Epic
|
Operator
Crit Rate +8.0%
Crit DMG +28.0%
Weakspot DMG +55.0%"
R500 - Hammerhead Shark,Epic,Beyonder,4,25,65,13123301,https://wikily.gg/once-human/weapon-blueprints/13123301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfc3c1MDBfc3JfMDMud2VicA,R500 - Hammerhead Shark,"When the weapon hits, there is a 40% chance to apply Power Surge to the target. When hitting a Weakspot, the chance increases to 90%.
When hitting an enemy affected by Power Surge, deal 80% Psi Intensity Shock DMG to all enemies affected by Power Surge80 in the area (DMG to the main target increases to 150%; DMG increases to 100% if the main target is another player).
For every 4 Shock DMG dealt, automatically refill 1 ammo.","[""When the weapon hits, there is a 40% chance to apply Power Surge to the target. When hitting a Weakspot, the chance increases to 90%."",""When hitting an enemy affected by Power Surge, deal 80% Psi Intensity Shock DMG to all enemies affected by Power Surge80 in the area (DMG to the main target increases to 150%; DMG increases to 100% if the main target is another player)."",""For every 4 Shock DMG dealt, automatically refill 1 ammo.""]","[{""critDamagePercent"":25,""critRatePercent"":4,""tier"":1,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":2,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":3,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":4,""weakspotDamagePercent"":65},{""critDamagePercent"":25,""critRatePercent"":4,""tier"":5,""weakspotDamagePercent"":65}]","R500 - Hammerhead Shark
Epic
|
Beyonder
Crit Rate +4.0%
Crit DMG +25.0%
Weakspot DMG +65.0%"
KAM - Crank,Epic,Juggernaut,6,30,55,13421301,https://wikily.gg/once-human/weapon-blueprints/13421301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfYWs0N19zcjEud2VicA,KAM - Crank,"After hitting the target 7 time(s) with weapons, apply Burn to the target
When max stacks of Burn are applied, Burn DMG +15%, lasting 8 seconds
Max Burn stacks +2","[""After hitting the target 7 time(s) with weapons, apply Burn to the target"",""When max stacks of Burn are applied, Burn DMG +15%, lasting 8 seconds"",""Max Burn stacks +2""]","[{""critDamagePercent"":30,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":55}]","KAM - Crank
Epic
|
Juggernaut
Crit Rate +6.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
KV-SBR - Icy Rain,Epic,Operator,10,30,45,13311201,https://wikily.gg/once-human/weapon-blueprints/13311201/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX3ZlY3Rvcl9yXzAxLndlYnA,KV-SBR - Icy Rain,"When the weapon lands a Crit Hit, there is a 30% chance to trigger Frost Vortex.
After creating Frost Vortex, automatically reload 20% of bullets.
Frost Vortex DMG Factor +30.","[""When the weapon lands a Crit Hit, there is a 30% chance to trigger Frost Vortex."",""After creating Frost Vortex, automatically reload 20% of bullets."",""Frost Vortex DMG Factor +30.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":45}]","KV-SBR - Icy Rain
Epic
|
Operator
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +45.0%"
Long Axe,Epic,Juggernaut,5,25,20,13931301,https://wikily.gg/once-human/weapon-blueprints/13931301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfY2xvc2VfbV9heGUud2VicA,Long Axe,"Heavy attacks activate Fortress Warfare up to once every 10s.
For every target hit, heavy attacks grant all weapons Crit Rate +8% and Melee Swing Speed +5% for 10s. Effect can stack up to 3 times.","[""Heavy attacks activate Fortress Warfare up to once every 10s."",""For every target hit, heavy attacks grant all weapons Crit Rate +8% and Melee Swing Speed +5% for 10s. Effect can stack up to 3 times.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","Long Axe
Epic
|
Juggernaut
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
M416 - Autumn Equinox,Epic,Beyonder,6,27,60,13441301,https://wikily.gg/once-human/weapon-blueprints/13441301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfaGs0MTZfc3Iud2VicA,M416 - Autumn Equinox,"Trigger Fortress Warfare after hitting 7 with weapons. Cooldown: 15
▪ Allies within the Fortress Warfare area recover 4% of max HP per second
When own HP is above 75%, Weapon DMG Boost 25%","[""Trigger Fortress Warfare after hitting 7 with weapons. Cooldown: 15"",""▪ Allies within the Fortress Warfare area recover 4% of max HP per second"",""When own HP is above 75%, Weapon DMG Boost 25%""]","[{""critDamagePercent"":27,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","M416 - Autumn Equinox
Epic
|
Beyonder
Crit Rate +6.0%
Crit DMG +27.0%
Weakspot DMG +60.0%"
MG4 - Mr. Squid,Epic,Wanderer,8,30,35,13623301,https://wikily.gg/once-human/weapon-blueprints/13623301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbG1nX21nNF9zcl8wMy53ZWJw,MG4 - Mr. Squid,,[],[],"MG4 - Mr. Squid
Epic
|
Wanderer
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +35.0%"
